Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,Field 36,Value 36,Units 36,Field 37,Value 37,Units 37,Field 38,Value 38,Units 38,Field 39,Value 39,Units 39,Field 40,Value 40,Units 40,Field 41,Value 41,Units 41,Field 42,Value 42,Units 42,Field 43,Value 43,Units 43,Field 44,Value 44,Units 44,Field 45,Value 45,Units 45,Field 46,Value 46,Units 46,Field 47,Value 47,Units 47,Field 48,Value 48,Units 48,Field 49,Value 49,Units 49,Field 50,Value 50,Units 50,Field 51,Value 51,Units 51,Field 52,Value 52,Units 52,Field 53,Value 53,Units 53,Field 54,Value 54,Units 54,Field 55,Value 55,Units 55,Field 56,Value 56,Units 56,Field 57,Value 57,Units 57,Field 58,Value 58,Units 58,Field 59,Value 59,Units 59,Field 60,Value 60,Units 60,Field 61,Value 61,Units 61,Field 62,Value 62,Units 62,Field 63,Value 63,Units 63,Field 64,Value 64,Units 64,Field 65,Value 65,Units 65,Field 66,Value 66,Units 66,Field 67,Value 67,Units 67,Field 68,Value 68,Units 68,Field 69,Value 69,Units 69,Field 70,Value 70,Units 70,Field 71,Value 71,Units 71,Field 72,Value 72,Units 72,Field 73,Value 73,Units 73,Field 74,Value 74,Units 74,Field 75,Value 75,Units 75,Field 76,Value 76,Units 76,Field 77,Value 77,Units 77,Field 78,Value 78,Units 78,Field 79,Value 79,Units 79,Field 80,Value 80,Units 80,Field 81,Value 81,Units 81,Field 82,Value 82,Units 82,
Definition,0,file_id,serial_number,1,,time_created,1,,unknown,1,,manufacturer,1,,product,1,,number,1,,type,1,,
Data,0,file_id,serial_number,"3917908387",,time_created,"1017241593",,manufacturer,"1",,garmin_product,"2050",,type,"4",,,,,,,,
Definition,1,file_creator,software_version,1,,hardware_version,1,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241663",s,position_lat,"598376862",semicircles,position_long,"-59958201",semicircles,distance,"12.99",m,altitude,"266.0",m,speed,"1.129",m/s,temperature,"30",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.129",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241664",s,position_lat,"598376733",semicircles,position_long,"-59958269",semicircles,distance,"14.26",m,altitude,"266.0",m,speed,"1.185",m/s,temperature,"30",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.185",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241665",s,position_lat,"598376614",semicircles,position_long,"-59958335",semicircles,distance,"15.43",m,altitude,"266.0",m,speed,"1.232",m/s,temperature,"30",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.232",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241666",s,position_lat,"598376505",semicircles,position_long,"-59958401",semicircles,distance,"16.53",m,altitude,"266.0",m,speed,"1.204",m/s,temperature,"30",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.204",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241667",s,position_lat,"598376420",semicircles,position_long,"-59958485",semicircles,distance,"17.46",m,altitude,"266.0",m,speed,"0.998",m/s,temperature,"30",C,enhanced_altitude,"266.0",m,enhanced_speed,"0.998",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241668",s,position_lat,"598376338",semicircles,position_long,"-59958571",semicircles,distance,"18.38",m,altitude,"266.0",m,speed,"0.868",m/s,temperature,"30",C,enhanced_altitude,"266.0",m,enhanced_speed,"0.868",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241669",s,position_lat,"598376212",semicircles,position_long,"-59958672",semicircles,distance,"19.7",m,altitude,"266.0",m,speed,"0.98",m/s,temperature,"30",C,enhanced_altitude,"266.0",m,enhanced_speed,"0.98",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241670",s,position_lat,"598376098",semicircles,position_long,"-59958765",semicircles,distance,"20.9",m,altitude,"266.0",m,speed,"0.998",m/s,temperature,"30",C,enhanced_altitude,"266.0",m,enhanced_speed,"0.998",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241671",s,position_lat,"598375981",semicircles,position_long,"-59958839",semicircles,distance,"22.08",m,altitude,"266.0",m,speed,"1.092",m/s,temperature,"30",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.092",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241672",s,position_lat,"598375852",semicircles,position_long,"-59958898",semicircles,distance,"23.33",m,altitude,"266.0",m,speed,"1.157",m/s,temperature,"30",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.157",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241673",s,position_lat,"598375704",semicircles,position_long,"-59958999",semicircles,distance,"24.83",m,altitude,"266.0",m,speed,"1.297",m/s,temperature,"30",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.297",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241674",s,position_lat,"598375535",semicircles,position_long,"-59959064",semicircles,distance,"26.45",m,altitude,"265.79999999999995",m,speed,"1.437",m/s,temperature,"30",C,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"1.437",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241675",s,position_lat,"598375363",semicircles,position_long,"-59959103",semicircles,distance,"28.04",m,altitude,"265.6",m,speed,"1.521",m/s,temperature,"30",C,enhanced_altitude,"265.6",m,enhanced_speed,"1.521",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241676",s,position_lat,"598375199",semicircles,position_long,"-59959169",semicircles,distance,"29.6",m,altitude,"265.4",m,speed,"1.502",m/s,temperature,"30",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.502",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241677",s,position_lat,"598375038",semicircles,position_long,"-59959302",semicircles,distance,"31.29",m,altitude,"265.4",m,speed,"1.465",m/s,temperature,"30",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.465",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241678",s,position_lat,"598374919",semicircles,position_long,"-59959404",semicircles,distance,"32.55",m,altitude,"265.4",m,speed,"1.26",m/s,temperature,"30",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.26",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241679",s,position_lat,"598374787",semicircles,position_long,"-59959504",semicircles,distance,"33.92",m,altitude,"265.4",m,speed,"1.185",m/s,temperature,"30",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.185",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241680",s,position_lat,"598374626",semicircles,position_long,"-59959641",semicircles,distance,"35.63",m,altitude,"265.20000000000005",m,speed,"1.586",m/s,temperature,"30",C,enhanced_altitude,"265.20000000000005",m,enhanced_speed,"1.586",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241681",s,position_lat,"598374466",semicircles,position_long,"-59959738",semicircles,distance,"37.2",m,altitude,"265.20000000000005",m,speed,"1.736",m/s,temperature,"30",C,enhanced_altitude,"265.20000000000005",m,enhanced_speed,"1.736",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241682",s,position_lat,"598374313",semicircles,position_long,"-59959803",semicircles,distance,"38.68",m,altitude,"265.4",m,speed,"1.306",m/s,temperature,"30",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.306",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241683",s,position_lat,"598374129",semicircles,position_long,"-59959955",semicircles,distance,"40.62",m,altitude,"265.6",m,speed,"1.773",m/s,temperature,"30",C,enhanced_altitude,"265.6",m,enhanced_speed,"1.773",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241684",s,position_lat,"598373930",semicircles,position_long,"-59960134",semicircles,distance,"42.76",m,altitude,"265.79999999999995",m,speed,"1.959",m/s,temperature,"30",C,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"1.959",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241685",s,position_lat,"598373720",semicircles,position_long,"-59960280",semicircles,distance,"44.91",m,altitude,"265.79999999999995",m,speed,"1.642",m/s,temperature,"30",C,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"1.642",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241686",s,position_lat,"598373527",semicircles,position_long,"-59960325",semicircles,distance,"46.68",m,altitude,"265.6",m,speed,"1.465",m/s,temperature,"30",C,enhanced_altitude,"265.6",m,enhanced_speed,"1.465",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241687",s,position_lat,"598373369",semicircles,position_long,"-59960345",semicircles,distance,"48.02",m,altitude,"265.6",m,speed,"1.353",m/s,temperature,"30",C,enhanced_altitude,"265.6",m,enhanced_speed,"1.353",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241688",s,position_lat,"598373237",semicircles,position_long,"-59960444",semicircles,distance,"49.39",m,altitude,"265.6",m,speed,"1.26",m/s,temperature,"30",C,enhanced_altitude,"265.6",m,enhanced_speed,"1.26",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241689",s,position_lat,"598373075",semicircles,position_long,"-59960577",semicircles,distance,"51.08",m,altitude,"265.6",m,speed,"1.39",m/s,temperature,"30",C,enhanced_altitude,"265.6",m,enhanced_speed,"1.39",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241690",s,position_lat,"598372931",semicircles,position_long,"-59960669",semicircles,distance,"52.54",m,altitude,"265.4",m,speed,"1.409",m/s,temperature,"30",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.409",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241691",s,position_lat,"598372778",semicircles,position_long,"-59960750",semicircles,distance,"54.04",m,altitude,"265.4",m,speed,"1.334",m/s,temperature,"30",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.334",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241692",s,position_lat,"598372643",semicircles,position_long,"-59960867",semicircles,distance,"55.46",m,altitude,"265.4",m,speed,"1.465",m/s,temperature,"30",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.465",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241693",s,position_lat,"598372508",semicircles,position_long,"-59960982",semicircles,distance,"56.9",m,altitude,"265.4",m,speed,"0.914",m/s,temperature,"30",C,enhanced_altitude,"265.4",m,enhanced_speed,"0.914",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241694",s,position_lat,"598372377",semicircles,position_long,"-59961068",semicircles,distance,"58.22",m,altitude,"265.4",m,speed,"1.232",m/s,temperature,"30",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.232",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241695",s,position_lat,"598372219",semicircles,position_long,"-59961153",semicircles,distance,"59.76",m,altitude,"265.4",m,speed,"1.437",m/s,temperature,"30",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.437",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241696",s,position_lat,"598372058",semicircles,position_long,"-59961204",semicircles,distance,"61.28",m,altitude,"265.20000000000005",m,speed,"1.344",m/s,temperature,"30",C,enhanced_altitude,"265.20000000000005",m,enhanced_speed,"1.344",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241697",s,position_lat,"598371874",semicircles,position_long,"-59961215",semicircles,distance,"63.0",m,altitude,"265.20000000000005",m,speed,"1.428",m/s,temperature,"30",C,enhanced_altitude,"265.20000000000005",m,enhanced_speed,"1.428",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241698",s,position_lat,"598371641",semicircles,position_long,"-59961228",semicircles,distance,"65.16",m,altitude,"265.0",m,speed,"2.062",m/s,temperature,"30",C,enhanced_altitude,"265.0",m,enhanced_speed,"2.062",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241699",s,position_lat,"598371377",semicircles,position_long,"-59961235",semicircles,distance,"67.62",m,altitude,"265.0",m,speed,"2.398",m/s,temperature,"30",C,enhanced_altitude,"265.0",m,enhanced_speed,"2.398",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241700",s,position_lat,"598371071",semicircles,position_long,"-59961235",semicircles,distance,"70.47",m,altitude,"265.0",m,speed,"2.575",m/s,temperature,"30",C,enhanced_altitude,"265.0",m,enhanced_speed,"2.575",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241701",s,position_lat,"598370809",semicircles,position_long,"-59961277",semicircles,distance,"72.92",m,altitude,"265.0",m,speed,"2.323",m/s,temperature,"30",C,enhanced_altitude,"265.0",m,enhanced_speed,"2.323",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241702",s,position_lat,"598370581",semicircles,position_long,"-59961277",semicircles,distance,"75.04",m,altitude,"265.20000000000005",m,speed,"1.782",m/s,temperature,"30",C,enhanced_altitude,"265.20000000000005",m,enhanced_speed,"1.782",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241703",s,position_lat,"598370385",semicircles,position_long,"-59961309",semicircles,distance,"76.88",m,altitude,"265.4",m,speed,"1.717",m/s,temperature,"30",C,enhanced_altitude,"265.4",m,enhanced_speed,"1.717",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241704",s,position_lat,"598370184",semicircles,position_long,"-59961303",semicircles,distance,"78.75",m,altitude,"265.6",m,speed,"1.978",m/s,temperature,"30",C,enhanced_altitude,"265.6",m,enhanced_speed,"1.978",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241705",s,position_lat,"598369974",semicircles,position_long,"-59961294",semicircles,distance,"80.69",m,altitude,"265.79999999999995",m,speed,"1.857",m/s,temperature,"30",C,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"1.857",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241706",s,position_lat,"598369758",semicircles,position_long,"-59961501",semicircles,distance,"82.88",m,altitude,"266.0",m,speed,"1.969",m/s,temperature,"30",C,enhanced_altitude,"266.0",m,enhanced_speed,"1.969",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241707",s,position_lat,"598369473",semicircles,position_long,"-59961655",semicircles,distance,"85.66",m,altitude,"266.20000000000005",m,speed,"2.697",m/s,temperature,"29",C,enhanced_altitude,"266.20000000000005",m,enhanced_speed,"2.697",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241708",s,position_lat,"598369125",semicircles,position_long,"-59961775",semicircles,distance,"88.97",m,altitude,"266.0",m,speed,"2.995",m/s,temperature,"29",C,enhanced_altitude,"266.0",m,enhanced_speed,"2.995",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241709",s,position_lat,"598368745",semicircles,position_long,"-59961855",semicircles,distance,"92.52",m,altitude,"265.79999999999995",m,speed,"3.396",m/s,temperature,"29",C,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"3.396",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241710",s,position_lat,"598368346",semicircles,position_long,"-59961821",semicircles,distance,"96.25",m,altitude,"266.0",m,speed,"3.592",m/s,temperature,"29",C,enhanced_altitude,"266.0",m,enhanced_speed,"3.592",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241711",s,position_lat,"598367866",semicircles,position_long,"-59961762",semicircles,distance,"100.73",m,altitude,"266.0",m,speed,"4.199",m/s,temperature,"29",C,enhanced_altitude,"266.0",m,enhanced_speed,"4.199",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241712",s,position_lat,"598367326",semicircles,position_long,"-59961769",semicircles,distance,"105.77",m,altitude,"265.79999999999995",m,speed,"4.693",m/s,temperature,"29",C,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"4.693",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241713",s,position_lat,"598366729",semicircles,position_long,"-59961830",semicircles,distance,"111.34",m,altitude,"265.79999999999995",m,speed,"5.057",m/s,temperature,"29",C,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"5.057",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241714",s,position_lat,"598366093",semicircles,position_long,"-59961775",semicircles,distance,"117.28",m,altitude,"265.79999999999995",m,speed,"5.561",m/s,temperature,"29",C,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"5.561",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241715",s,position_lat,"598365405",semicircles,position_long,"-59961638",semicircles,distance,"123.74",m,altitude,"265.6",m,speed,"6.046",m/s,temperature,"29",C,enhanced_altitude,"265.6",m,enhanced_speed,"6.046",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241716",s,position_lat,"598364691",semicircles,position_long,"-59961364",semicircles,distance,"130.6",m,altitude,"265.79999999999995",m,speed,"6.336",m/s,temperature,"29",C,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"6.336",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241717",s,position_lat,"598363983",semicircles,position_long,"-59961081",semicircles,distance,"137.41",m,altitude,"265.6",m,speed,"6.578",m/s,temperature,"29",C,enhanced_altitude,"265.6",m,enhanced_speed,"6.578",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241718",s,position_lat,"598363262",semicircles,position_long,"-59960781",semicircles,distance,"144.36",m,altitude,"265.6",m,speed,"6.83",m/s,temperature,"29",C,enhanced_altitude,"265.6",m,enhanced_speed,"6.83",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241719",s,position_lat,"598362521",semicircles,position_long,"-59960477",semicircles,distance,"151.51",m,altitude,"266.0",m,speed,"7.129",m/s,temperature,"29",C,enhanced_altitude,"266.0",m,enhanced_speed,"7.129",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241720",s,position_lat,"598361752",semicircles,position_long,"-59960086",semicircles,distance,"159.04",m,altitude,"266.6",m,speed,"7.539",m/s,temperature,"29",C,enhanced_altitude,"266.6",m,enhanced_speed,"7.539",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241721",s,position_lat,"598360990",semicircles,position_long,"-59959553",semicircles,distance,"166.83",m,altitude,"266.6",m,speed,"7.399",m/s,temperature,"29",C,enhanced_altitude,"266.6",m,enhanced_speed,"7.399",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241722",s,position_lat,"598360233",semicircles,position_long,"-59958995",semicircles,distance,"174.64",m,altitude,"266.6",m,speed,"7.651",m/s,temperature,"29",C,enhanced_altitude,"266.6",m,enhanced_speed,"7.651",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241723",s,position_lat,"598359490",semicircles,position_long,"-59958466",semicircles,distance,"182.25",m,altitude,"265.79999999999995",m,speed,"7.409",m/s,temperature,"29",C,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"7.409",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241724",s,position_lat,"598358791",semicircles,position_long,"-59958020",semicircles,distance,"189.29",m,altitude,"265.6",m,speed,"7.101",m/s,temperature,"29",C,enhanced_altitude,"265.6",m,enhanced_speed,"7.101",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241725",s,position_lat,"598358029",semicircles,position_long,"-59957646",semicircles,distance,"196.74",m,altitude,"265.0",m,speed,"7.726",m/s,temperature,"29",C,enhanced_altitude,"265.0",m,enhanced_speed,"7.726",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241726",s,position_lat,"598357240",semicircles,position_long,"-59957279",semicircles,distance,"204.41",m,altitude,"264.6",m,speed,"7.558",m/s,temperature,"29",C,enhanced_altitude,"264.6",m,enhanced_speed,"7.558",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241727",s,position_lat,"598356428",semicircles,position_long,"-59956978",semicircles,distance,"212.2",m,altitude,"264.4",m,speed,"7.586",m/s,temperature,"29",C,enhanced_altitude,"264.4",m,enhanced_speed,"7.586",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241728",s,position_lat,"598355593",semicircles,position_long,"-59956685",semicircles,distance,"220.18",m,altitude,"264.4",m,speed,"7.651",m/s,temperature,"29",C,enhanced_altitude,"264.4",m,enhanced_speed,"7.651",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241729",s,position_lat,"598354769",semicircles,position_long,"-59956372",semicircles,distance,"228.09",m,altitude,"264.6",m,speed,"7.418",m/s,temperature,"29",C,enhanced_altitude,"264.6",m,enhanced_speed,"7.418",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241730",s,position_lat,"598353943",semicircles,position_long,"-59956052",semicircles,distance,"236.02",m,altitude,"264.79999999999995",m,speed,"7.744",m/s,temperature,"29",C,enhanced_altitude,"264.79999999999995",m,enhanced_speed,"7.744",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241731",s,position_lat,"598353144",semicircles,position_long,"-59955719",semicircles,distance,"243.73",m,altitude,"265.0",m,speed,"7.782",m/s,temperature,"29",C,enhanced_altitude,"265.0",m,enhanced_speed,"7.782",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241732",s,position_lat,"598352360",semicircles,position_long,"-59955284",semicircles,distance,"251.49",m,altitude,"265.0",m,speed,"7.735",m/s,temperature,"29",C,enhanced_altitude,"265.0",m,enhanced_speed,"7.735",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017241733",s,position_lat,"598351578",semicircles,position_long,"-59954840",semicircles,distance,"259.25",m,altitude,"265.20000000000005",m,speed,"7.894",m/s,temperature,"29",C,enhanced_altitude,"265.20000000000005",m,enhanced_speed,"7.894",m/s,CurrentAltitude,"0.0",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
